Time,Cement_Temperature_C,Silo_Level_Percent,Compressive_Strength_3day_MPa,Compressive_Strength_28day_MPa,Setting_Time_Initial_min,Setting_Time_Final_min,Soundness_mm,Packing_Rate_bags_min,Bag_Weight_kg,Dust_Emission_mg_Nm3,Dispatch_Rate_tph
16:30:45,82.5,51.9,29.2,50.4,42.0,310.0,2.49,11.4,50.12,7.0,43.3
16:30:50,78.2,59.5,30.5,50.5,51.0,330.0,2.96,12.0,50.13,8.6,43.8
16:30:55,76.2,61.1,28.9,48.1,44.0,302.0,3.06,11.6,49.97,8.0,41.8
16:31:00,85.9,60.4,31.2,49.3,46.0,304.0,1.77,12.0,50.02,10.0,47.1
16:31:05,78.0,61.4,27.7,51.9,49.0,303.0,1.7,12.7,50.04,9.7,44.1
16:31:10,73.9,62.9,30.8,49.7,42.0,288.0,2.73,12.1,50.1,6.3,45.7
16:31:15,75.0,56.9,30.6,49.9,52.0,289.0,2.66,12.8,50.2,10.0,42.4
16:31:20,85.5,57.8,30.3,49.0,45.0,310.0,2.33,12.6,50.08,7.7,41.9
16:31:25,80.4,54.9,29.4,48.5,45.0,315.0,2.5,11.0,49.85,13.8,47.6
16:31:30,73.6,53.6,30.0,49.4,41.0,294.0,1.37,11.7,50.02,9.3,44.2
16:31:35,78.7,60.2,31.2,50.9,45.0,296.0,2.33,12.9,49.88,8.7,43.8
16:31:40,83.4,47.9,29.3,51.1,41.0,292.0,2.4,12.9,50.07,7.9,46.3
16:31:45,81.1,52.8,31.1,50.3,44.0,310.0,2.48,12.1,49.97,9.6,46.7
16:31:50,88.7,48.1,29.8,49.5,48.0,293.0,2.76,11.6,49.89,12.4,38.6
16:31:55,76.0,59.0,28.9,49.2,42.0,314.0,2.87,11.7,49.95,13.1,48.9
16:32:00,82.5,51.1,28.8,49.1,44.0,274.0,2.05,11.7,50.15,9.5,44.0
16:32:05,75.4,48.7,29.6,50.2,44.0,285.0,2.22,11.6,50.06,9.9,44.5
16:32:10,81.1,55.6,30.4,49.4,46.0,289.0,1.95,12.9,49.99,11.5,46.6
16:32:15,78.4,63.2,29.7,49.8,45.0,301.0,2.92,11.7,49.94,11.5,42.8
16:32:20,81.0,49.5,29.8,49.6,41.0,293.0,1.23,11.8,49.94,8.4,45.3
16:32:25,82.1,40.6,30.2,48.3,47.0,303.0,2.37,12.4,49.87,8.3,42.2
16:32:30,80.0,49.3,29.3,48.5,42.0,283.0,1.98,11.7,50.08,9.9,50.5
16:32:35,72.6,51.3,31.4,48.9,44.0,299.0,2.08,11.8,50.0,9.5,41.6
16:32:40,87.4,60.9,30.5,51.7,41.0,303.0,1.4,12.0,49.91,12.1,47.9
16:32:45,78.9,57.7,30.7,49.9,39.0,273.0,2.39,12.2,49.89,10.2,43.8
16:32:50,80.2,47.1,29.7,50.1,47.0,292.0,2.56,12.7,50.03,13.9,49.5
16:32:55,80.3,47.2,30.1,49.1,41.0,321.0,4.1,13.3,49.92,10.3,42.8
16:33:00,78.9,52.7,31.5,48.0,47.0,304.0,3.02,11.7,50.05,10.6,48.7
16:33:05,79.5,59.2,29.2,49.6,38.0,296.0,2.2,12.0,50.05,9.4,41.6
16:33:10,84.6,54.5,30.4,50.4,41.0,319.0,3.42,11.7,49.91,13.0,48.0
16:33:15,75.0,60.7,30.2,49.0,44.0,297.0,1.93,10.6,50.05,8.5,43.4
16:33:20,80.6,39.6,29.5,48.2,45.0,287.0,2.92,12.1,49.97,11.3,42.7
16:33:25,83.2,54.8,30.3,50.5,45.0,292.0,0.92,11.9,49.96,9.2,46.8
16:33:30,78.1,55.3,30.9,48.6,43.0,299.0,2.84,11.5,50.13,10.4,46.3
16:33:35,75.0,59.7,29.1,48.0,45.0,328.0,2.81,11.7,49.93,9.1,46.8
16:33:40,77.3,61.7,29.2,49.6,40.0,303.0,1.92,11.8,49.91,8.8,42.9
16:33:45,83.9,66.9,29.1,51.9,48.0,313.0,3.23,12.4,50.1,7.5,45.8
16:33:50,84.0,61.3,30.5,52.4,52.0,302.0,2.24,12.1,49.95,7.1,44.5
16:33:55,73.5,57.5,29.8,51.8,42.0,296.0,3.72,11.6,49.96,10.1,50.5
16:34:00,85.8,49.3,30.0,50.5,44.0,299.0,2.64,12.0,50.26,11.4,46.4
16:34:05,77.4,66.6,29.0,50.9,50.0,287.0,3.2,11.9,49.94,9.4,41.2
16:34:10,77.6,72.3,32.0,51.3,48.0,295.0,1.87,11.8,50.04,5.8,45.8
16:34:15,74.9,57.0,30.7,50.8,41.0,296.0,2.57,12.9,49.94,12.1,40.7
16:34:20,79.8,46.3,30.1,47.9,45.0,294.0,2.9,12.7,50.04,7.5,48.1
16:34:25,74.6,61.6,30.0,51.6,43.0,292.0,2.47,12.4,50.06,8.1,45.2
16:34:30,68.6,59.3,30.6,48.7,44.0,300.0,2.69,11.8,50.12,9.8,46.4
16:34:35,78.8,52.1,30.1,48.2,48.0,289.0,2.34,12.5,49.94,9.8,45.4
16:34:40,80.6,54.0,30.0,49.3,45.0,316.0,2.0,12.8,50.07,9.1,48.6
16:34:45,85.8,52.9,28.8,50.1,43.0,314.0,1.98,12.1,50.13,7.5,47.4
16:34:50,83.4,40.9,30.3,50.1,46.0,306.0,1.36,11.6,49.94,11.2,43.1
16:34:55,79.8,61.7,31.6,50.7,47.0,297.0,2.49,13.1,50.05,8.3,45.7
16:35:00,86.2,55.5,29.6,51.6,44.0,301.0,2.27,11.5,49.98,11.9,44.8
16:35:05,82.5,59.9,30.3,50.6,46.0,303.0,3.04,11.3,49.94,11.3,45.3
16:35:10,75.9,53.2,30.2,50.3,40.0,268.0,2.7,11.6,49.95,8.8,45.6
16:35:15,83.7,51.0,31.9,49.1,51.0,295.0,2.82,11.2,50.02,10.9,44.4
16:35:20,77.3,64.0,31.0,49.7,44.0,278.0,2.75,11.2,50.01,7.8,48.6
16:35:25,77.9,46.2,30.6,48.7,39.0,297.0,1.78,12.1,50.15,9.3,51.5
16:35:30,74.9,54.8,29.6,50.9,43.0,273.0,3.02,11.7,50.09,7.7,41.1
16:35:35,80.2,53.8,32.1,49.2,43.0,291.0,2.73,12.9,50.04,6.3,43.3
16:35:40,87.5,49.0,30.0,50.2,46.0,297.0,2.98,11.3,49.98,12.0,44.5
16:35:45,81.4,43.9,27.2,51.2,43.0,319.0,2.64,12.0,49.92,5.1,46.8
16:35:50,87.0,61.1,29.0,49.7,37.0,315.0,2.42,12.3,50.05,5.4,47.8
16:35:55,86.8,46.0,28.7,49.7,48.0,304.0,2.37,12.4,49.84,9.1,49.9
16:36:00,80.4,61.0,29.1,49.6,42.0,287.0,2.17,11.5,50.01,7.6,47.3
16:36:05,78.8,57.5,29.5,51.1,47.0,281.0,2.22,12.5,50.07,13.0,43.4
16:36:10,77.8,47.8,30.3,50.5,41.0,292.0,2.87,12.4,50.22,13.1,44.9
16:36:15,83.5,54.9,28.2,47.6,46.0,316.0,2.35,12.5,50.15,10.7,42.8
16:36:20,88.3,55.6,29.4,50.2,46.0,320.0,2.22,12.4,49.99,11.5,46.2
16:36:25,80.1,48.6,31.3,49.4,44.0,287.0,2.07,12.1,49.96,13.9,42.9
16:36:30,80.2,62.4,28.9,50.0,41.0,277.0,2.03,11.6,50.04,10.1,42.5
16:36:35,84.0,47.8,29.2,50.0,45.0,306.0,2.9,10.6,50.01,11.1,44.4
16:36:40,81.6,54.2,29.3,49.4,45.0,293.0,3.09,12.5,49.85,11.5,44.7
16:36:45,78.0,68.7,30.0,49.2,44.0,278.0,2.97,12.3,50.07,9.3,44.3
16:36:50,87.3,57.8,27.9,50.7,41.0,302.0,2.03,11.0,49.89,9.6,45.8
16:36:55,77.5,54.3,30.8,49.7,43.0,300.0,2.64,12.3,50.03,8.6,47.9
16:37:00,71.0,48.1,30.9,51.3,49.0,300.0,1.97,12.6,49.96,10.6,38.4
16:37:05,82.2,59.8,28.1,49.5,44.0,315.0,2.78,12.1,49.85,12.4,36.7
16:37:10,78.7,57.7,30.4,48.8,48.0,288.0,2.4,12.1,50.14,12.2,42.8
16:37:15,75.7,60.4,30.8,50.4,48.0,303.0,3.34,12.9,50.01,10.4,48.3
16:37:20,79.6,60.1,29.4,51.4,43.0,287.0,1.55,12.2,50.03,11.7,44.5
16:37:25,81.8,69.1,30.6,50.7,48.0,281.0,1.95,10.6,50.02,6.1,44.7
16:37:30,81.9,62.4,30.9,50.1,44.0,305.0,2.67,12.7,50.09,12.7,45.5
16:37:35,78.1,57.9,29.5,50.2,48.0,309.0,2.58,12.2,50.08,11.2,51.3
16:37:40,75.2,57.7,28.1,52.0,40.0,295.0,1.92,12.1,49.99,9.9,47.8
16:37:45,77.7,40.9,29.7,49.7,42.0,300.0,2.88,11.0,50.17,10.2,47.1
16:37:50,73.8,50.4,30.3,50.2,45.0,295.0,3.18,11.9,50.11,6.2,46.1
16:37:55,73.6,53.2,29.5,50.8,45.0,297.0,2.01,13.1,49.92,9.9,46.5
16:38:00,73.5,43.8,29.7,50.5,46.0,284.0,2.37,11.1,50.11,10.8,48.9
16:38:05,75.1,56.7,30.3,49.0,46.0,289.0,2.77,11.9,50.09,8.2,44.6
16:38:10,85.3,42.6,30.0,48.2,47.0,285.0,2.88,12.4,49.96,9.8,47.0
16:38:15,72.2,76.9,31.6,49.2,42.0,309.0,1.77,12.1,49.92,9.9,47.5
16:38:20,79.7,67.6,30.1,49.4,46.0,280.0,1.58,11.3,49.84,6.3,41.0
16:38:25,78.9,35.0,31.6,50.1,42.0,335.0,2.91,11.9,49.9,8.7,45.2
16:38:30,81.0,46.8,31.0,48.8,48.0,287.0,3.34,12.5,50.0,9.2,48.4
16:38:35,86.1,50.2,28.3,51.3,47.0,299.0,2.87,11.8,50.13,10.7,41.4
16:38:40,74.9,51.8,28.8,49.3,52.0,302.0,2.19,11.3,49.89,11.5,40.9
16:38:45,81.6,64.7,30.5,48.5,43.0,292.0,2.19,11.8,50.12,8.4,44.7
16:38:50,80.6,49.0,30.2,50.0,43.0,288.0,2.43,12.2,50.0,12.6,47.6
16:38:55,79.3,54.9,29.6,50.6,47.0,309.0,2.75,12.2,50.11,11.4,42.8
16:39:00,77.1,47.0,32.2,48.0,50.0,320.0,2.92,11.2,50.06,9.7,47.8
16:39:05,82.8,54.1,31.4,47.7,44.0,316.0,2.97,13.0,50.15,9.1,49.9
16:39:10,80.4,44.5,31.0,48.9,44.0,316.0,3.36,11.2,50.03,11.4,42.0
16:39:15,77.6,51.1,30.8,49.1,44.0,298.0,1.94,11.7,49.96,12.0,45.8
16:39:20,79.9,48.5,31.3,49.4,44.0,285.0,2.68,12.7,50.07,12.9,42.4
16:39:25,80.4,54.0,30.8,49.2,46.0,290.0,2.23,12.3,50.13,9.2,42.0
16:39:30,80.9,63.4,30.6,50.7,44.0,298.0,2.81,11.9,49.98,8.9,44.5
16:39:35,79.8,59.4,29.1,51.2,45.0,286.0,3.68,11.8,49.94,8.8,43.8
16:39:40,79.9,49.6,29.6,51.2,44.0,306.0,3.19,12.4,49.97,10.9,39.4
16:39:45,74.8,56.0,28.0,48.7,44.0,282.0,2.22,11.9,50.13,8.6,47.6
16:39:50,75.3,44.9,29.2,51.5,47.0,306.0,1.64,11.7,50.07,12.5,42.5
16:39:55,75.3,47.4,30.3,49.3,43.0,277.0,2.49,13.3,49.84,7.4,43.6
16:40:00,79.1,58.6,31.1,49.1,43.0,305.0,2.84,12.5,50.04,14.7,42.4
16:40:05,81.9,46.7,28.1,49.5,45.0,293.0,2.53,11.5,49.9,9.9,40.9
16:40:10,79.1,53.4,30.4,49.0,47.0,290.0,2.68,12.4,49.76,15.7,42.4
16:40:15,85.9,51.8,30.6,50.3,42.0,307.0,2.89,11.7,49.99,9.9,44.1
16:40:20,77.8,53.2,29.3,49.6,45.0,304.0,2.97,11.9,50.08,11.2,45.4
16:40:25,83.4,53.5,28.9,50.5,44.0,278.0,2.65,12.8,50.03,7.6,43.8
16:40:30,79.6,53.1,31.5,50.8,48.0,291.0,2.42,12.6,50.12,10.1,44.2
16:40:35,84.4,56.3,30.3,50.2,46.0,304.0,2.92,12.0,50.24,9.7,46.7
16:40:40,88.7,51.1,28.7,51.0,50.0,305.0,2.74,11.0,49.97,8.1,46.7
16:40:45,75.8,52.3,29.0,48.6,45.0,313.0,1.72,12.2,50.04,14.1,47.7
16:40:50,77.2,57.8,32.1,48.8,42.0,298.0,2.19,12.2,49.95,12.1,43.6
16:40:55,80.3,46.4,32.2,49.7,46.0,298.0,3.21,11.9,50.0,9.8,47.6
16:41:00,74.3,55.9,28.1,49.4,45.0,302.0,2.58,11.2,50.08,7.6,41.5
16:41:05,79.1,46.0,28.7,50.6,46.0,304.0,2.65,12.1,49.87,11.3,50.1
16:41:10,78.0,61.1,28.6,51.0,42.0,284.0,2.43,11.4,50.07,13.0,44.8
16:41:15,83.8,46.0,30.0,49.4,45.0,310.0,2.32,12.4,49.91,10.3,46.2
16:41:20,81.9,54.5,31.3,49.6,46.0,304.0,3.3,11.6,50.07,11.5,45.8
16:41:25,80.2,50.1,30.1,49.6,48.0,290.0,1.97,11.4,50.05,12.1,42.8
16:41:30,78.1,64.9,29.9,50.9,47.0,300.0,3.31,11.8,50.08,13.3,41.3
16:41:35,81.1,57.4,29.0,49.1,46.0,303.0,2.48,11.3,49.96,4.6,43.1
16:41:40,81.5,56.7,30.9,49.2,41.0,306.0,1.91,12.0,49.96,8.1,42.3
16:41:45,79.3,52.0,28.9,50.6,45.0,296.0,2.33,13.0,49.96,10.3,41.7
16:41:50,80.1,58.3,28.7,49.3,42.0,309.0,2.29,11.6,50.07,8.9,47.5
16:41:55,72.2,52.4,29.9,50.8,48.0,288.0,2.85,13.2,49.94,10.2,42.7
16:42:00,76.1,59.2,28.7,49.5,47.0,283.0,2.04,12.2,49.84,9.4,46.3
16:42:05,78.9,47.3,28.8,50.5,46.0,307.0,2.71,12.7,50.1,11.5,37.9
16:42:10,72.3,44.3,30.5,49.8,40.0,329.0,1.78,12.3,49.99,9.5,47.0
16:42:15,80.1,56.4,30.5,49.6,40.0,314.0,2.97,11.6,49.67,10.5,45.0
16:42:20,87.9,56.3,29.7,50.2,41.0,299.0,2.21,11.3,49.81,10.1,45.4
16:42:25,77.3,64.1,31.9,50.4,36.0,303.0,3.06,11.5,49.94,9.7,43.9
16:42:30,75.5,58.5,30.0,50.4,46.0,300.0,3.07,11.2,50.1,8.4,44.6
16:42:35,79.7,54.6,29.9,47.4,44.0,299.0,2.53,12.0,49.87,8.0,51.1
16:42:40,75.9,60.3,29.3,49.1,47.0,303.0,1.7,12.0,50.08,9.0,44.7
16:42:45,76.9,46.7,27.1,52.0,53.0,307.0,3.01,11.9,49.98,8.2,49.1
16:42:50,83.5,57.9,29.8,50.5,47.0,307.0,2.94,12.5,49.94,9.8,44.3
16:42:55,85.6,72.2,28.5,51.7,44.0,301.0,1.98,11.8,50.03,13.4,44.3
16:43:00,79.7,63.3,28.5,49.6,44.0,317.0,2.2,11.1,50.01,9.2,42.4
16:43:05,71.7,60.0,28.9,49.6,42.0,305.0,2.05,11.8,50.03,7.3,49.5
16:43:10,78.9,57.4,31.0,50.2,42.0,317.0,2.79,12.6,49.78,9.0,45.7
16:43:15,82.3,63.0,27.9,49.3,46.0,298.0,2.48,13.3,50.01,9.6,48.4
16:43:20,77.4,41.3,29.8,51.0,45.0,300.0,1.71,11.9,50.19,9.8,42.2
16:43:25,76.6,56.5,29.8,50.2,43.0,294.0,2.7,11.5,50.14,8.8,44.6
16:43:30,82.1,57.9,28.7,51.1,44.0,292.0,2.92,12.3,49.93,10.9,45.1
16:43:35,84.9,63.3,29.8,50.0,44.0,324.0,2.2,12.5,49.9,8.1,43.5
16:43:40,74.2,51.2,30.4,50.4,44.0,284.0,2.6,11.5,49.9,9.9,47.1
16:43:45,75.7,60.4,30.4,51.1,44.0,281.0,1.82,10.6,49.92,10.7,46.4
16:43:50,84.7,52.3,31.2,51.0,41.0,298.0,2.74,12.6,50.06,10.4,44.6
16:43:55,80.8,49.7,31.5,49.8,48.0,296.0,2.06,12.6,50.08,8.5,51.4
16:44:00,77.1,63.0,29.9,50.5,48.0,289.0,2.34,11.2,49.86,9.6,44.5
16:44:05,79.2,49.4,29.6,50.3,47.0,297.0,2.45,12.4,50.25,10.0,47.0
16:44:10,78.1,67.0,29.4,49.0,45.0,299.0,1.99,11.6,49.91,9.2,39.4
16:44:15,76.1,40.9,31.7,49.3,44.0,309.0,3.48,12.4,50.01,7.7,46.4
16:44:20,73.1,75.9,29.1,49.6,48.0,300.0,2.47,11.2,50.09,9.4,48.2
16:44:25,80.8,50.6,30.6,49.3,44.0,306.0,2.36,12.2,49.86,9.0,39.1
16:44:30,75.7,64.7,30.8,49.0,49.0,303.0,2.51,11.4,50.12,8.3,45.4
16:44:35,75.1,62.0,28.4,49.2,44.0,293.0,2.83,12.3,50.0,13.8,44.8
16:44:40,80.8,55.5,28.3,50.3,40.0,295.0,2.82,11.9,49.88,11.2,49.6
16:44:45,84.1,56.5,29.7,49.2,45.0,311.0,2.63,11.6,49.84,9.4,46.3
16:44:50,86.3,60.5,30.1,51.6,50.0,260.0,2.32,12.0,49.9,8.1,45.0
16:44:55,77.1,52.3,30.8,49.0,45.0,316.0,2.36,12.3,49.98,9.6,42.9
16:45:00,80.8,57.5,30.3,50.1,43.0,300.0,3.22,12.0,50.09,6.9,44.8
16:45:05,81.8,46.7,30.2,51.7,50.0,298.0,2.31,11.9,50.01,11.0,45.1
16:45:10,81.8,51.7,30.0,51.9,48.0,317.0,3.25,11.7,50.01,11.8,47.7
16:45:15,75.8,62.4,28.2,49.5,46.0,314.0,2.79,12.6,50.02,10.6,43.4
16:45:20,77.9,54.7,30.3,50.9,40.0,280.0,3.08,11.9,49.95,7.9,46.7
16:45:25,77.3,53.7,30.1,48.8,42.0,297.0,1.82,11.4,49.97,11.2,47.8
16:45:30,74.0,60.4,31.9,49.7,44.0,285.0,1.96,11.8,50.03,9.0,43.4
16:45:35,84.4,57.8,31.4,50.6,48.0,294.0,2.59,12.2,49.97,12.9,39.5
16:45:40,80.5,52.5,29.9,49.1,52.0,310.0,2.39,11.5,49.89,8.0,46.5
16:45:45,84.4,43.4,29.9,51.3,49.0,306.0,2.82,12.0,50.16,10.0,46.2
16:45:50,78.7,64.8,30.5,51.0,42.0,272.0,2.32,12.6,50.04,9.7,46.9
16:45:55,78.5,51.6,29.8,49.5,50.0,283.0,2.2,12.9,50.08,10.9,45.5
16:46:00,80.8,59.6,28.4,50.8,44.0,304.0,2.98,12.8,49.99,4.4,45.4
16:46:05,79.2,55.2,29.2,50.1,45.0,320.0,2.14,12.8,49.95,10.9,41.3
16:46:10,77.2,63.7,30.7,48.7,44.0,295.0,2.35,11.9,50.05,11.9,46.2
16:46:15,73.2,60.6,29.9,50.2,43.0,309.0,3.42,12.5,50.0,11.7,42.4
16:46:20,82.3,54.3,30.9,48.3,44.0,332.0,2.37,10.9,50.0,10.6,46.1
16:46:25,83.7,62.5,29.9,51.1,44.0,278.0,2.41,11.7,50.11,8.3,46.9
16:46:30,80.2,49.4,30.1,49.4,48.0,302.0,2.38,13.2,50.13,15.4,43.6
16:46:35,84.4,57.6,28.0,49.5,48.0,293.0,2.83,12.6,49.99,9.0,41.0
16:46:40,73.5,40.5,28.8,51.3,48.0,317.0,3.21,11.1,50.13,8.5,47.1
16:46:45,85.4,58.7,29.1,49.9,45.0,287.0,2.34,13.8,49.89,7.0,42.4
16:46:50,87.7,51.4,28.6,50.2,49.0,292.0,2.59,11.4,49.98,8.1,44.7
16:46:55,77.8,63.9,28.9,51.3,49.0,293.0,2.31,11.2,49.91,8.2,43.6
16:47:00,78.2,57.9,29.1,49.0,52.0,291.0,2.52,12.7,49.95,11.0,45.5
16:47:05,81.7,44.5,28.5,49.2,43.0,300.0,1.94,12.0,50.08,13.8,49.6
16:47:10,75.0,58.9,29.0,50.5,45.0,289.0,2.89,11.8,50.18,13.0,45.3
16:47:15,79.8,52.6,28.7,51.6,49.0,296.0,2.41,12.8,50.0,11.9,47.2
16:47:20,85.6,43.9,28.1,47.9,48.0,282.0,2.72,12.1,50.12,13.1,42.6
16:47:25,80.3,65.4,31.6,50.8,46.0,312.0,2.58,11.5,50.14,6.9,43.1
16:47:30,77.0,53.0,30.0,48.2,48.0,304.0,2.24,12.8,50.01,9.9,45.0
16:47:35,88.1,61.5,29.9,49.4,46.0,306.0,2.75,11.3,49.87,9.4,42.7
16:47:40,79.0,48.9,30.9,49.0,45.0,318.0,2.06,12.4,49.92,4.0,43.7
16:47:45,86.6,53.3,30.4,49.5,51.0,304.0,1.46,11.7,49.83,10.3,47.7
16:47:50,80.4,58.5,31.1,49.7,46.0,305.0,2.99,12.5,49.87,11.9,49.3
16:47:55,83.7,39.3,29.4,49.7,46.0,302.0,2.34,11.6,50.02,7.8,45.5
16:48:00,78.3,54.2,30.9,50.5,49.0,313.0,1.85,11.9,50.15,8.5,46.4
16:48:05,79.3,66.1,28.3,50.4,48.0,292.0,1.97,12.2,50.03,12.2,43.7
16:48:10,82.6,55.6,27.2,51.2,47.0,301.0,2.3,12.1,49.91,9.4,43.4
16:48:15,77.6,57.8,30.1,50.2,45.0,298.0,1.8,12.4,49.95,10.7,42.7
16:48:20,79.8,52.4,29.0,50.5,41.0,310.0,2.83,12.1,49.92,11.0,46.5
16:48:25,78.0,54.6,31.1,52.4,48.0,284.0,2.0,12.0,49.9,9.3,45.2
16:48:30,79.7,53.2,30.0,50.8,47.0,311.0,2.64,12.2,49.98,13.3,43.7
16:48:35,73.1,61.7,31.1,49.2,52.0,312.0,3.0,12.5,49.97,8.8,49.7
16:48:40,75.5,55.2,30.6,50.3,45.0,296.0,2.17,11.2,50.06,11.0,44.4
16:48:45,83.8,62.6,30.4,51.1,47.0,307.0,1.75,12.2,50.01,8.4,43.4
16:48:50,79.1,44.1,29.2,49.7,46.0,284.0,2.92,12.0,49.93,9.3,42.5
16:48:55,87.8,40.2,31.3,49.9,44.0,300.0,2.8,13.2,49.92,11.0,49.3
16:49:00,78.7,41.9,29.2,50.9,46.0,299.0,2.15,12.7,50.04,12.2,47.2
16:49:05,84.6,66.2,28.8,48.3,44.0,298.0,2.03,12.7,50.04,10.0,48.7
16:49:10,75.5,35.4,30.8,50.9,44.0,298.0,2.67,11.9,49.98,10.5,47.7
16:49:15,88.1,58.8,29.9,50.1,49.0,308.0,2.86,12.0,50.02,10.0,46.1
16:49:20,85.4,55.6,29.9,50.7,43.0,329.0,2.86,12.2,49.84,9.1,47.2
16:49:25,83.1,55.7,30.0,50.8,46.0,261.0,1.94,12.5,50.12,10.3,43.5
16:49:30,82.3,53.9,29.1,51.1,43.0,294.0,2.51,11.2,50.05,8.7,45.2
16:49:35,77.0,50.7,27.9,50.9,44.0,298.0,1.85,11.8,50.01,7.5,43.9
16:49:40,80.3,55.4,29.1,50.9,44.0,306.0,1.75,12.4,50.12,6.7,42.5
16:49:45,78.6,47.6,30.7,50.1,47.0,294.0,3.3,12.2,50.02,9.1,41.3
16:49:50,78.6,60.9,30.3,48.9,47.0,302.0,2.77,11.7,50.04,11.6,45.8
16:49:55,78.0,48.8,30.2,49.8,49.0,295.0,2.81,11.9,49.94,6.5,39.5
16:50:00,75.5,46.8,29.7,49.6,45.0,292.0,2.35,11.2,50.01,9.6,41.4
16:50:05,73.9,56.0,30.5,49.0,42.0,322.0,2.49,10.3,49.96,11.8,45.5
16:50:10,82.3,56.5,30.6,50.1,45.0,295.0,2.39,11.9,50.09,10.0,49.8
16:50:15,71.3,48.5,31.2,50.8,45.0,307.0,2.08,11.4,49.91,10.6,41.1
16:50:20,82.0,54.4,30.2,49.8,44.0,307.0,2.68,11.7,50.02,9.7,44.7
16:50:25,78.9,45.1,30.5,51.8,49.0,314.0,1.79,11.8,49.99,7.8,39.7
16:50:30,82.7,48.7,29.2,50.0,50.0,306.0,2.79,12.1,50.0,9.4,43.9
16:50:35,82.1,59.1,31.0,49.9,43.0,297.0,2.57,12.4,49.98,14.0,38.0
16:50:40,78.8,50.8,29.4,50.4,47.0,306.0,3.36,11.5,49.91,9.5,44.5
16:50:45,82.4,58.3,31.1,47.2,43.0,299.0,1.94,11.3,50.04,6.6,45.8
16:50:50,75.9,51.9,30.4,51.6,42.0,293.0,2.15,11.5,50.05,9.2,47.2
16:50:55,79.7,53.1,30.1,51.0,38.0,304.0,3.13,11.8,49.88,10.1,44.0
16:51:00,71.2,54.5,31.2,49.3,41.0,292.0,2.73,11.1,50.09,10.2,46.9
16:51:05,81.1,56.1,28.7,48.5,46.0,308.0,2.13,12.5,50.1,10.6,41.0
16:51:10,74.9,54.9,30.8,49.8,46.0,299.0,2.45,11.3,50.07,6.2,36.3
16:51:15,76.5,59.9,30.9,48.5,43.0,293.0,3.05,11.0,49.98,12.0,38.8
16:51:20,83.6,54.2,29.8,50.7,44.0,287.0,2.92,11.6,50.03,10.2,46.2
16:51:25,76.5,58.4,30.3,48.1,44.0,290.0,2.48,12.2,50.11,6.9,43.8
16:51:30,82.6,59.0,31.5,49.0,39.0,290.0,3.07,11.6,49.93,10.4,41.0
16:51:35,82.2,53.7,29.7,51.2,45.0,296.0,2.37,11.9,49.82,9.5,46.2
16:51:40,77.9,48.0,29.3,49.9,45.0,312.0,2.19,11.6,49.84,9.6,44.0
16:51:45,72.6,55.5,30.0,49.7,46.0,310.0,1.87,12.2,49.82,12.0,43.1
16:51:50,84.0,62.9,29.6,50.2,42.0,299.0,1.95,12.1,49.93,11.8,47.6
16:51:55,73.1,57.1,30.0,50.3,47.0,290.0,2.85,11.3,49.92,5.0,49.0
16:52:00,77.8,67.9,30.5,50.3,38.0,316.0,2.17,11.9,49.98,14.1,40.6
16:52:05,77.5,66.2,31.2,50.0,42.0,284.0,2.49,13.1,50.08,11.2,45.7
16:52:10,84.6,55.6,30.7,49.3,47.0,275.0,2.75,11.5,49.88,10.2,42.6
16:52:15,81.6,56.3,31.7,51.2,43.0,308.0,2.45,11.4,50.08,9.6,45.7
16:52:20,80.9,51.9,31.3,50.0,42.0,295.0,2.92,12.3,49.99,11.6,49.3
16:52:25,75.1,58.3,29.7,51.2,39.0,280.0,2.49,11.5,50.03,9.7,48.4
16:52:30,74.3,54.5,30.4,50.4,44.0,288.0,2.97,12.1,50.04,9.7,37.5
16:52:35,81.2,59.3,30.4,52.0,45.0,297.0,2.48,12.7,50.06,11.3,46.5
16:52:40,81.4,47.0,30.7,49.6,40.0,302.0,1.74,11.6,50.11,10.3,42.0
16:52:45,84.1,59.4,28.1,48.9,51.0,295.0,2.4,11.1,50.04,8.8,47.7
16:52:50,77.7,51.3,29.6,50.3,45.0,289.0,2.72,10.5,50.11,10.4,46.4
16:52:55,77.5,55.5,28.9,49.7,44.0,296.0,2.63,11.3,50.13,14.4,43.2
16:53:00,74.6,52.6,28.3,49.0,46.0,307.0,1.78,12.7,50.09,11.9,46.4
16:53:05,78.8,57.3,29.5,49.5,49.0,291.0,1.93,11.7,50.11,11.6,46.1
16:53:10,80.8,36.7,31.6,50.3,39.0,281.0,2.88,11.0,49.95,9.7,50.7
16:53:15,85.4,51.2,30.4,48.2,42.0,311.0,1.66,11.2,50.17,8.9,46.8
16:53:20,88.1,55.1,29.9,49.3,44.0,318.0,2.29,12.6,50.06,10.6,44.7
16:53:25,80.8,49.2,28.9,50.6,44.0,322.0,1.23,11.8,49.89,14.1,39.2
16:53:30,77.3,62.9,29.6,49.3,44.0,309.0,2.15,12.3,49.91,9.2,49.1
16:53:35,79.0,56.6,28.1,49.2,40.0,308.0,2.74,12.0,50.02,10.6,41.3
16:53:40,75.8,55.2,29.8,51.6,45.0,296.0,2.46,12.0,49.99,11.0,42.7
16:53:45,76.9,59.6,29.6,49.9,46.0,301.0,2.7,12.3,49.95,11.2,48.9
