Time,Burning_Zone_Temperature_C,Material_Temperature_C,Flame_Temperature_C,Kiln_Rotation_Speed_RPM,Primary_Fuel_Flow_tph,Primary_Air_Flow_Nm3h,Secondary_Air_Temperature_C,Shell_Temperature_Zone1_C,Shell_Temperature_Zone2_C,Shell_Temperature_Zone3_C,Kiln_Filling_Degree_Percent,Kiln_Drive_Power_kW,Kiln_Exit_O2_Percent,NOx_Emissions_mg_Nm3,Free_Lime_Content_Percent
17:56:15,1451.8,1401.7,1909,3.08,9.79,17069,965.4,276.8,317.6,373.2,14.9,930,2.21,575,1.16
17:56:20,1453.6,1403.6,1888.3,3.02,10.29,18227,927.5,276.8,323.7,375.4,15.5,1002,2.36,641,1.19
17:56:25,1450.4,1400.4,1887.6,3.1,10.27,16649,975.2,278.1,326.7,368.2,13.6,965,2.1,659,1.17
17:56:30,1455.2,1405.1,1894.3,2.97,10.55,18571,992.6,280.1,325.5,381.9,14.3,948,2.31,569,1.34
17:56:35,1450.8,1400.8,1884.6,2.94,10.33,16715,977,272.8,316.4,380.8,13.2,992,2.46,596,0.94
17:56:40,1449.5,1399.5,1896.5,2.79,10.32,18363,994.1,265.6,317.8,373.4,14.3,961,1.97,550,1.1
17:56:45,1448.6,1398.6,1928.3,2.98,9.86,16859,927.6,279.1,323.1,377.2,14.2,976,2.15,602,1.34
17:56:50,1451.7,1401.7,1883.8,2.86,9.66,17918,919.7,273.7,325,368.2,15,1014,2.35,614,1.34
17:56:55,1452.6,1402.6,1886.2,2.97,9.51,16790,988,273.1,335.6,375,14.6,975,2.01,640,1.31
17:57:00,1449.3,1399.3,1916,2.97,10.02,17350,942.2,282.6,326.3,378.5,14.9,1004,2.36,637,1.24
17:57:05,1449,1399,1888.7,3.16,10.55,17100,942.6,274.9,331.5,370.3,14.6,1005,2.06,626,1.26
17:57:10,1448.1,1398,1922.2,2.91,10.45,17003,981.9,269.1,331.5,383.7,15.3,989,2.17,536,1.21
17:57:15,1451.9,1401.9,1923.2,2.94,10.25,17641,1004.1,276.8,326.9,376.3,14.7,983,2.37,614,1.28
17:57:20,1444.2,1394.1,1872.6,2.95,9.85,17304,918.4,275.4,324.2,366,14.3,983,2.12,610,1.37
17:57:25,1446.8,1396.8,1926.5,3.23,9.9,17622,969.7,271.4,323.6,374.8,14.5,954,2.06,596,1.25
17:57:30,1448.8,1398.7,1896.8,3.12,10.49,17754,985.5,279.9,330.6,375.1,14.1,901,2.2,669,1.12
17:57:35,1449.3,1399.2,1894.2,2.92,10.17,16882,924.5,279.7,318.3,375,15.1,922,2.07,559,1.36
17:57:40,1444.5,1394.5,1868.5,3.18,10.4,18321,950.6,276.1,317.2,378.3,15.5,1060,2.25,634,1.29
17:57:45,1455.8,1405.8,1892.7,2.91,10.42,17153,944.5,275.9,328.5,374.1,15,956,2.1,566,1.27
17:57:50,1452.5,1402.5,1889.6,2.84,9.77,17056,864.5,284,326,369.2,15.6,1102,2.36,602,1.14
17:57:55,1448.7,1398.7,1906.7,3,10.22,16832,1010.8,268.5,323.5,367.3,16.5,1049,2.37,571,1.6
17:58:00,1450.4,1400.4,1882.6,2.87,10.89,17878,953.2,279.9,315.9,374.6,15.5,986,1.99,612,1.43
17:58:05,1449.2,1399.2,1865.1,3.06,9.37,17934,925.5,271.3,319,376.6,15.3,995,2.62,616,1.45
17:58:10,1452,1401.9,1881.6,3.07,10.34,18024,976,272.6,314.8,386.6,14.1,1012,2.01,631,1.19
17:58:15,1451.2,1401.2,1897.9,2.93,10.53,16735,956,268,321,369.6,14.4,1004,2.39,624,1.32
17:58:20,1450.4,1400.3,1880.4,2.95,9.55,17079,921,276.8,328.2,379.4,15.3,968,2.26,603,1.1
17:58:25,1445.7,1395.7,1891.8,2.95,10.05,16975,950.4,275.9,309.8,380.7,14.5,929,2.23,633,1.39
17:58:30,1452.7,1402.7,1891.3,3.1,9.73,18067,944.9,280.1,321.7,365.4,16,877,2.21,620,1.27
17:58:35,1455.5,1405.4,1879.7,3.01,10.34,17971,954.3,270.5,320.6,369.6,15.6,995,2.17,587,1.3
17:58:40,1449.4,1399.4,1871.3,2.98,10.88,17733,924.9,272.8,328.9,379.1,16.6,969,2.33,534,1.27
17:58:45,1451.5,1401.4,1881.5,3.13,9.89,17843,949.9,279.9,317.4,364.7,15.2,931,2.27,600,1.05
17:58:50,1455.5,1405.5,1914.8,3.07,9.42,17210,934.9,273.7,324,366.3,15.5,1009,2.29,624,1.28
17:58:55,1454,1404,1894.3,2.95,10.68,17919,932.7,275.5,333.6,375.8,14.4,1008,2.41,556,1.53
17:59:00,1449.9,1399.9,1863.5,2.91,10.49,18066,933.6,278.6,322.3,367.3,13.9,1044,2.34,617,1.16
17:59:05,1448.6,1398.6,1892.2,2.99,10.39,18431,934.9,271.9,327.6,371.7,15.9,898,2.28,609,1.15
17:59:10,1446.4,1396.4,1871.5,3.07,9.16,16892,958.7,273.7,329.5,376.5,14.5,964,1.88,621,1.03
17:59:15,1446.8,1396.8,1931.4,3.08,10.57,18273,937.8,278.6,328.7,370.9,14.4,1046,2.11,559,1.14
17:59:20,1452.8,1402.8,1919.8,2.83,9.76,18176,956.6,269.3,320.7,367,15,1034,2.25,593,1.23
17:59:25,1447.8,1397.8,1876.6,3.2,10.38,17712,978.5,272.8,334.8,370.2,14.6,1034,2.32,576,1.54
17:59:30,1450.4,1400.3,1914.1,3.08,9.4,18392,881.7,275.8,329.5,378.8,14.9,1017,2.37,549,0.9
17:59:35,1454.1,1404.1,1901.5,2.96,10.16,18008,984.3,274.6,323.8,375.7,13.5,1022,2.37,525,1.34
17:59:40,1449.4,1399.4,1879,2.92,10.15,17782,1004,278.5,335.6,371,14.4,1013,2.41,589,1.01
17:59:45,1452.3,1402.3,1914.3,3.37,9.85,17426,973.1,273.5,321,379.7,13.5,944,2.27,612,1.46
17:59:50,1448.3,1398.3,1898.4,2.98,10.58,17352,962.7,271.4,327.8,367.2,15.1,998,2.43,592,1.25
17:59:55,1448.2,1398.2,1876.8,3.02,9.17,17164,939.4,277.1,331.1,371.8,12.7,920,2.33,644,1.35
18:00:00,1448.9,1398.9,1908.6,3.08,10.63,16762,983.8,284.1,322.9,378.2,15.1,1057,2.16,606,1.12
18:00:05,1454.3,1404.4,1886.5,2.86,10.9,17413,931,271.6,322.4,379.2,15,915,2.25,576,1.23
18:00:10,1449.5,1399.5,1892.7,2.9,10.19,17538,949.4,277.1,331.3,375.7,16.7,1000,2.32,653,1.25
18:00:15,1451.3,1401.3,1882.4,2.99,9.86,16731,999,272.3,322.5,380,16.5,958,2.03,589,1.15
18:00:20,1451.9,1401.9,1884.9,2.84,10.14,17015,980.7,280.4,317.2,365.9,15.1,1058,2.19,625,1.03
18:00:25,1454.8,1404.8,1867.7,3.07,9.87,17788,929.3,272.9,325.5,377.8,13.9,1013,1.96,611,1.05
18:00:30,1447.6,1397.6,1871.1,3.04,10.16,17544,958.3,272.8,328.2,380,14.6,985,2.14,575,1.35
18:00:35,1453.4,1403.4,1911.2,2.99,10.09,17267,936.7,273.5,325.2,374.4,15.5,1039,2.36,565,1.26
18:00:40,1444.7,1394.7,1922.2,3.04,9.99,18436,937.8,266.6,334.2,378.9,16.1,1015,2.34,558,1.36
18:00:45,1447.8,1397.8,1867,3.05,9.41,17217,973.7,280.9,320.6,377.7,14.8,941,2.31,568,0.96
18:00:50,1450.7,1400.7,1867.4,3.05,9.82,18171,954.1,278.5,324.3,370.3,15.5,991,2.16,587,1.26
18:00:55,1453.6,1403.6,1912.6,2.9,10.58,17217,905.5,273.8,321.3,368.9,15.6,941,2.39,570,1.1
18:01:00,1449.4,1399.4,1925.6,2.96,9.39,18299,945.2,277.1,321.8,384.4,15.4,970,2.09,598,1
18:01:05,1454.3,1404.4,1893,2.83,9.79,18378,966.4,271.8,324.8,380.4,15.5,1033,2.43,631,1.36
18:01:10,1450.8,1400.9,1940.7,3,9.32,17917,1010.6,272.9,324.7,369.8,14.3,952,2.18,614,1.2
18:01:15,1451.6,1401.6,1887.1,3.08,10.06,17748,992.1,270.9,314.8,371.7,15.9,978,2.47,623,1.37
18:01:20,1455.4,1405.4,1918.1,3.15,10,17939,909.6,268.3,328,380.4,16.1,1026,2.13,571,1.35
18:01:25,1443.6,1393.6,1882.9,2.99,10.92,17011,956.6,275.1,324.7,375,16.3,960,2.32,626,0.78
18:01:30,1448.4,1398.4,1877.2,2.93,9.62,17718,957.7,272,331.2,375.1,15.6,1005,2.33,616,1.38
18:01:35,1453.3,1403.4,1900,2.87,9.75,18004,974.9,279.1,319.7,380.6,15.6,998,2.4,647,0.96
18:01:40,1446.1,1396.1,1941.8,3.06,9.63,17317,919.4,273.4,326.1,368.4,14.7,1071,2.3,582,1.32
18:01:45,1447.3,1397.3,1901.3,2.93,9.68,17720,880.9,277.8,322,367.9,15.4,978,2.11,696,1.38
18:01:50,1447.9,1398,1874.6,2.99,9.68,17854,923.2,281.3,333.4,375.3,14.6,1019,2.02,673,1.15
18:01:55,1447.2,1397.2,1917.2,3.03,10.22,17927,956.2,280,327.8,380.8,14,987,2.25,586,1.54
18:02:00,1451.9,1402,1904.3,2.94,10.2,17091,916.5,275.4,326.3,376.6,14.8,1016,2.12,589,1.2
18:02:05,1453.1,1403.1,1899.9,3.07,9.85,17540,929.3,276.8,329.6,372.6,13.4,979,2.47,575,1.29
18:02:10,1441.4,1391.4,1890.7,3.17,9.95,16533,949.2,270.4,335,380,15.2,1028,2.06,555,1.27
18:02:15,1450,1400.1,1911.5,2.98,10.2,17191,945,272.1,324.5,376.3,13.5,1042,2.23,537,1.37
18:02:20,1446.1,1396.1,1899,3.3,9.17,17335,960.8,272.9,328.2,375.8,16.4,1022,2.41,638,1.49
18:02:25,1447.5,1397.6,1915.4,2.84,10.89,18079,938.7,263.4,328.6,375.3,14.3,983,2.28,552,1.26
18:02:30,1451.4,1401.4,1924.8,3.03,9.82,17799,962.2,276.7,337.4,378.4,15.4,974,2.18,624,1.13
18:02:35,1446.1,1396.1,1910.3,2.86,9.37,18157,908.9,270.7,321.4,374.3,16.3,1034,2.41,608,1.3
18:02:40,1450.4,1400.4,1885,2.93,10.32,17278,934.3,275.3,324.3,372.2,15.6,1011,2.45,658,1.37
18:02:45,1446,1396,1913.4,3.01,9.89,17167,972.6,270.2,319.5,377.6,14.4,1012,2.03,620,1.2
18:02:50,1448.9,1398.9,1876.9,3.01,9.62,16851,933.2,275.2,322.2,379.6,15.4,996,2.42,607,1.1
18:02:55,1452.8,1402.9,1852.5,2.93,9.66,17510,938.1,267.3,324.8,377.4,14.9,1024,1.88,601,0.81
18:03:00,1449,1399.1,1897.1,2.93,10.09,17772,927.2,278.4,328.7,377.9,15.9,1052,2.2,649,0.99
18:03:05,1443.7,1393.7,1926.9,3.03,10.27,17148,923.3,275.3,313.9,376.6,15,966,2.22,620,1.44
18:03:10,1448,1398,1898.5,2.99,9.58,17436,931.1,271.4,325.6,379.8,14.8,988,2.12,576,1.26
18:03:15,1448.1,1398.1,1900.3,2.92,10.54,16959,954.7,277,330.7,374.6,16,1087,2.59,616,0.96
18:03:20,1450.3,1400.3,1908.4,3.04,10.2,17191,1010.3,272.4,323.2,372.2,15.2,969,2.33,592,1.38
18:03:25,1447.2,1397.3,1913.6,3.12,10.21,17216,953.7,281.8,319.4,380.7,15.6,978,2.6,594,1.17
18:03:30,1451,1401.1,1911.4,2.93,10.55,17341,971.2,268.4,330.4,375.8,14.2,910,2.07,607,1.3
18:03:35,1441.4,1391.4,1874.6,3,9.24,17797,968.3,281.1,328.7,377.6,15.4,968,2.32,662,1.11
18:03:40,1450.1,1400.2,1910.3,3.06,9.58,17511,919.7,277.2,324.8,371.5,15.9,979,2.02,628,0.9
18:03:45,1448.9,1398.9,1900.6,2.91,10.65,17535,930.3,269.4,326.2,371.7,13.9,997,2.24,617,1.05
18:03:50,1448.1,1398.2,1877.6,3.1,10.17,16635,937,280.6,327.1,374,15.6,1026,2.44,598,1.17
18:03:55,1447.5,1397.6,1856,2.9,9.61,18008,988.3,265.8,319.9,360.3,14.1,1026,1.98,615,1.12
18:04:00,1449.4,1399.4,1905,2.93,10.52,17752,910.6,275.5,321.7,379,15.7,965,2.21,638,1.23
18:04:05,1453.8,1403.8,1873.5,2.89,9.89,17255,889.6,268.1,317.5,380,16.2,1011,2.27,599,1.3
18:04:10,1451.8,1401.9,1889.6,2.94,9.49,17343,876.9,279.6,323.1,374.4,16,879,1.92,512,1.33
18:04:15,1450,1400,1889.2,2.89,9.64,17844,958.9,276.7,320,378,13.6,1040,2.31,597,1.35
18:04:20,1449.8,1399.8,1891,2.94,10.56,16910,920.8,265.4,324.5,376,15.4,1046,2.24,562,1.44
18:04:25,1450.1,1400.2,1899.2,2.84,9.94,16566,904.3,282.9,324.1,374.2,13.7,945,2.11,539,1.45
18:04:30,1450.1,1400.2,1897.8,3.17,10.15,18223,974.4,276.6,329.4,369.4,15.7,940,2.2,619,1.19
18:04:35,1456,1406,1877.1,2.91,10.46,16464,947.4,269.6,329.5,376.5,16.1,1025,2.41,581,1.06
18:04:40,1454.7,1404.7,1933.1,3.05,10.35,16496,967.3,270.8,339.4,380.1,16.1,971,2.36,640,1.32
18:04:45,1449.9,1400,1908,2.95,10.36,16758,882.1,266,320.1,377.2,14.2,1043,2.34,550,1.44
18:04:50,1443.1,1393.2,1895.5,2.89,10.03,18090,1006.4,278,328.1,372.2,15.9,996,2.26,571,1.22
18:04:55,1450,1400.1,1910.8,2.81,9.89,17672,958.5,273,321,383.5,16.7,1097,2.03,590,1.08
18:05:00,1452.4,1402.5,1920.1,3.05,9.8,17801,997,277.1,324,373.7,15.6,938,1.96,606,1.42
18:05:05,1454.4,1404.5,1890.1,3.02,9.69,18029,957.8,286.1,322.8,377.6,15,1084,2.34,570,1.38
18:05:10,1447,1397.1,1904.1,2.95,9.7,16664,949.7,274.4,325.2,372.5,14.3,1018,2.2,634,1.17
18:05:15,1444.5,1394.6,1891.3,3.04,8.93,17775,941.3,271.1,318.6,368.5,14.2,1105,2.3,661,1.09
18:05:20,1452.6,1402.7,1889.9,3.04,10.19,18053,933.9,274.1,325.7,367.1,14.1,980,2.31,617,0.99
18:05:25,1448.7,1398.8,1913.5,3.1,9.34,17178,979.9,280.1,333.1,378,15.7,953,2.25,645,1.22
18:05:30,1453.2,1403.2,1880.2,3,10.54,17827,922.9,277.3,317,369.4,16.3,1016,2.34,525,1.1
18:05:35,1449.4,1399.5,1874.2,2.79,10.67,17166,946.8,282.5,314.4,377.2,14.6,994,2.25,597,1.29
18:05:40,1449.1,1399.2,1887.2,2.92,9.04,17767,968.5,278.8,322.6,369.5,14.6,967,2.28,635,0.95
18:05:45,1450.1,1400.2,1884.8,3.23,9.63,17973,973.1,274.8,328.1,382.4,16.3,928,2.24,584,1.21
18:05:50,1444.3,1394.3,1881.4,3.02,10.36,17147,981.5,278,324.2,366,13.9,959,2.23,564,1.15
18:05:55,1444.8,1394.8,1928.2,3.1,9.5,17392,971.2,276.7,321.4,369.9,16.1,1006,2.27,644,1.37
18:06:00,1450.9,1401,1899.7,3.15,10.67,17593,998.4,275.5,324.3,370.6,16.1,968,2.19,543,1.1
18:06:05,1449.5,1399.5,1938.6,3.02,9.19,17339,969.5,276,328.6,376,13.9,994,2.28,614,1.1
18:06:10,1447.1,1397.2,1897.5,3.07,10.05,17705,961.6,271.9,328.2,371.9,14.9,1068,2.48,634,0.81
18:06:15,1453.1,1403.1,1920.5,2.95,9.68,17306,992.5,277.7,326,376.2,14.1,1047,2.4,553,1.16
18:06:20,1450.3,1400.4,1896.4,3.04,9.84,17312,953.9,273.5,324.5,381.2,14.3,1086,2.19,662,1.26
18:06:25,1451.1,1401.2,1938.7,2.86,9.83,16880,969.2,274.7,323.9,371.7,15.1,1042,2.34,576,1.38
18:06:30,1450.1,1400.2,1908.4,3.17,10.09,18549,970.5,275,320.4,379.3,14.8,1075,2.27,620,0.96
18:06:35,1449.8,1399.9,1885.1,2.75,10.35,17151,951.9,278.8,329,372.4,14.6,955,2.3,535,1.24
18:06:40,1449.2,1399.3,1957.5,3.21,10.14,17777,889.9,273.9,324.7,379.8,16,956,2.23,580,1.38
18:06:45,1449.6,1399.7,1901.8,2.82,10.05,17360,909.9,265.5,326.5,377.5,14.9,1026,2.44,606,1.09
18:06:50,1446.4,1396.5,1901.5,2.97,10.16,17810,920.7,269.1,327.6,374.5,16.9,944,2.24,608,1.38
18:06:55,1449.6,1399.7,1886.6,2.87,9.82,18029,934.3,273.8,322.1,376.1,13.6,914,2.31,630,0.94
18:07:00,1450.2,1400.3,1892.8,2.99,10.37,19013,932.3,279.4,331.2,369.6,15.1,1032,2.18,590,1.14
18:07:05,1452,1402.1,1899,3.18,10.06,16733,996.2,283.2,323.7,378.6,14.3,1030,2.2,569,1.1
18:07:10,1453.9,1404,1900.2,3.06,10.05,17576,938.9,273.4,319.9,376.3,15,1013,2.06,622,1.06
18:07:15,1455.1,1405.2,1887.1,3.02,9.62,17036,938.3,277.9,326.6,376.5,15.2,1002,2.02,592,1.4
18:07:20,1449.2,1399.3,1887.1,3.21,9.68,16843,962,280.2,325.2,367.6,17.8,972,2.22,609,1.15
18:07:25,1453.3,1403.4,1875.6,3.18,10.81,17029,935.7,277.6,326.4,372.1,17.3,1057,2.08,640,1.39
18:07:30,1452.1,1402.2,1901.5,2.97,9.59,16859,955.7,270.9,331.2,375.7,14.6,957,2.17,571,1.16
18:07:35,1442,1392.1,1899.9,2.95,9.65,18722,907,282.2,317.8,373.3,15.2,1061,2.12,627,1.35
18:07:40,1451.7,1401.8,1879.8,2.92,9.93,17866,944.1,270.6,321,382.7,14.9,943,2.28,645,1.2
18:07:45,1448,1398.1,1951.8,3.06,9.92,17520,956.6,279.2,323.5,376.9,16.2,1001,2.37,533,1.09
18:07:50,1445,1395.2,1880.5,2.93,9.16,17722,937.8,273.8,328.7,371.6,13.1,955,2.14,613,1.1
18:07:55,1447.4,1397.5,1913.1,3.15,10.17,17467,962.8,275.2,320.8,385.6,15.2,984,2.43,660,1.32
18:08:00,1455.9,1406,1876.1,2.98,10.16,18311,1005.4,277.4,324.4,374.6,14.2,1012,2.12,564,1.37
18:08:05,1453.2,1403.3,1890.9,3.1,10.81,16448,932.7,279.1,313.7,378.4,13,955,2.35,596,1.23
18:08:10,1443.5,1393.6,1926.9,2.9,10.34,17571,980.8,276,321.8,362.9,14.8,1015,2.03,573,1.21
18:08:15,1449.9,1400,1913.5,3.09,9.85,17454,940.6,280.2,320.1,369.5,14.5,952,2.43,625,1.37
18:08:20,1448.6,1398.7,1870,3.06,10.49,17010,923.9,277.2,324.4,378,14.6,1001,2.51,620,1.01
18:08:25,1450.8,1400.9,1886.2,3.08,10.11,16748,912.5,279.3,321.1,360.6,14.9,1054,2.61,609,1.13
18:08:30,1452,1402.2,1874.9,2.87,9.56,17760,954.4,272,331.5,371.3,18.5,1018,2.07,661,1.32
18:08:35,1453.7,1403.8,1918.3,2.95,10.8,17506,908.2,277.1,316.9,372.2,15,900,2.07,582,1.12
18:08:40,1450.7,1400.8,1910.3,3.08,10.02,17142,887.6,271.6,333.6,368.5,14.6,1000,2.2,557,1.39
18:08:45,1447,1397.1,1894.5,2.91,9.75,16440,961.5,281.8,318.4,379.2,15.5,1005,2.59,635,1.07
18:08:50,1450,1400.2,1900.1,2.94,10.1,17350,925.4,271.9,323.3,375.6,14.2,1025,2.13,585,1.26
18:08:55,1456.6,1406.7,1902.8,3.03,10.01,16771,1002.1,274.2,315.2,379,13.9,1019,2.11,587,1.37
18:09:00,1452.5,1402.6,1877.9,3.05,10.41,17604,947.7,273.5,321.1,372.2,15.4,983,2.37,590,1.01
18:09:05,1449,1399.1,1918.6,3.04,9.74,17714,916.3,270.4,320.8,370.3,13.8,1004,2.38,598,1.23
18:09:10,1453.9,1404,1902.4,2.98,10.87,18361,947.3,274.2,323.5,369,14.6,966,2.4,634,1.13
18:09:15,1456.6,1406.7,1899.2,3.03,9.9,17607,920.4,278.9,320.8,382.2,14,971,2.07,635,1.31
18:09:20,1450.7,1400.9,1910.3,3.07,10.67,17418,944.7,272.2,323.8,377,15.9,1037,2.17,661,1.18
18:09:25,1451.4,1401.5,1880.8,3.02,10.06,17078,939.9,276.4,336.1,369.5,15.1,995,2.26,609,1.2
18:09:30,1449.9,1400,1917.1,3.02,10.38,17056,974.4,277.8,328.4,374.7,16.7,982,1.93,612,1.2
18:09:35,1444.9,1395.1,1871.1,2.99,10.32,18075,948.5,270.1,326.3,374.2,14.2,945,2.2,675,1.32
18:09:40,1447,1397.1,1914.5,2.98,10.43,17402,981.5,273,314.3,379.4,16.5,974,2.05,627,1.42
18:09:45,1447.5,1397.6,1949.5,2.99,9.23,17629,942.6,271.7,320.2,367.7,14.4,948,2.12,587,1.01
18:09:50,1456.2,1406.3,1894.8,3.08,10.2,17180,916.7,279,325.6,372.5,16.8,1061,2.2,575,1.18
18:09:55,1448.2,1398.3,1888.3,3.09,9.96,17694,941.2,279.5,329.2,376.7,14,945,2.28,608,1.43
18:10:00,1451.2,1401.4,1905.7,2.9,10.65,17801,946.5,277.2,330.9,375.6,17.1,1033,2.33,587,1.22
18:10:05,1449.1,1399.2,1925.7,2.94,9.6,17436,935.7,280.4,322.9,383.1,16.2,1051,2.4,639,1.25
18:10:10,1448.4,1398.6,1891.8,2.88,10.1,17391,960.6,272.5,319.2,381,14.6,1025,2.33,650,1.08
18:10:15,1451.6,1401.7,1865.8,2.97,9.88,16568,922.1,266.2,330.8,378.7,15.3,989,2.39,553,1.26
18:10:20,1446.2,1396.4,1901.4,3,10.33,17812,950.3,271.5,314.8,373.4,15,963,2.22,632,1.17
18:10:25,1447.2,1397.4,1889.2,2.93,9.97,18112,964.1,280.2,308.6,371.5,15.8,960,2.16,642,1.09
18:10:30,1443.7,1393.8,1933.7,3.21,9.83,17468,947,278,325.3,374,13.8,1010,2.04,625,1.3
18:10:35,1447.9,1398,1878.2,3.02,10,18024,980.7,277.1,325.6,381.8,14.9,1023,2.13,606,1.54
18:10:40,1451.4,1401.5,1886.7,3.01,9.93,16931,991.6,282.5,322.7,381.1,14.7,1018,1.98,673,1.27
18:10:45,1450.2,1400.3,1898.6,2.91,10.43,17808,959.3,274,316.3,382.4,14.5,990,2.55,582,1.22
18:10:50,1446.7,1396.8,1890.6,3.03,9.56,17579,944.1,276.2,314.1,376.7,16.4,1029,1.98,612,1.15
18:10:55,1453.5,1403.7,1845.2,2.87,9.79,17813,924.8,283.7,317.7,368,15.5,1053,2.71,544,1.11
18:11:00,1449,1399.2,1878.7,3.01,10.21,17791,967.7,276.6,332.9,375.3,15,1055,2.38,568,1.39
18:11:05,1450.2,1400.4,1898.8,3.05,10.58,17242,929.4,280.4,328.3,383.5,16.6,1009,2.15,580,1.02
18:11:10,1447.8,1398,1900.8,2.98,10.03,16992,935.1,266.9,325.3,378.5,15.2,994,2.25,544,1.16
18:11:15,1447.7,1397.8,1908.1,3.11,10.02,17531,911.3,284.5,322.4,375.2,15.1,947,2.13,569,1.34
18:11:20,1451.1,1401.3,1878.9,2.93,9.99,17151,934.5,285.2,327.4,369.4,14.2,990,2.18,575,1.16
18:11:25,1451.4,1401.6,1922.1,2.88,10.2,16456,1010.8,276.2,323.5,373.4,15.8,966,2.24,584,1.5
18:11:30,1445.9,1396,1903.5,3.1,9.42,17236,909.1,275,328.3,373.6,15.9,965,2.29,562,1.33
18:11:35,1453,1403.2,1874.3,2.87,9.79,17629,1029.3,281.8,327.7,386.3,14.8,1006,2.25,603,0.92
18:11:40,1444.3,1394.5,1909.4,3.08,10.74,18047,909.3,280,326.8,370.4,13.8,993,2.52,594,1.16
18:11:45,1450.7,1400.9,1893.3,3.11,10.84,16449,983.1,270.5,329.9,374.2,14.3,1117,2.13,560,1.16
18:11:50,1444.8,1394.9,1901.6,3.09,10.35,17963,943.6,267.2,315.8,374.2,15.4,1020,1.98,587,1.46
18:11:55,1453.9,1404.1,1876.3,3.11,9.6,17470,918.7,270.3,327.2,378.7,14.4,954,2.18,570,0.99
18:12:00,1448,1398.1,1912.7,2.94,10.07,17417,1006,275,321,379.1,15.1,1006,2.43,617,1.28
18:12:05,1448.9,1399.1,1904.9,2.93,8.68,17020,960.4,278.6,318.4,375.6,13.6,1018,2.4,561,1.18
18:12:10,1446.5,1396.7,1919.8,2.87,10.16,18181,886.7,272.1,324.3,370.9,15.8,1022,2.31,568,1.4
18:12:15,1446.8,1397,1952.9,3,11.12,17972,934.2,273.6,328.6,368.2,16.4,993,2.32,655,1.21
18:12:20,1447,1397.1,1853.3,2.98,10.56,16799,973.4,272.5,327.5,371.3,12.9,959,2.52,576,1.68
18:12:25,1452.6,1402.8,1897.3,3.04,9.48,18087,942.5,285.1,320.1,374.6,13.3,969,2.27,587,1.03
18:12:30,1447.9,1398.1,1902.9,2.94,10.19,17124,936.2,270.5,319.6,373.5,13.6,977,2.14,569,1.06
18:12:35,1451,1401.2,1882,2.95,9.72,17089,931.7,288.3,318.2,376.3,14.6,1014,2.24,668,1.1
18:12:40,1449.8,1400,1885.2,2.75,9.84,18252,915.2,282,327.1,369.3,15.5,1031,2.3,601,1.12
18:12:45,1449.2,1399.4,1915.6,2.99,9.98,17344,945.4,272.1,323.8,379.2,15.8,1018,2.36,630,1.32
18:12:50,1453.6,1403.8,1936.2,2.98,9.98,17855,936.6,271.9,333.1,380.3,14.9,983,2.37,631,1.49
18:12:55,1451.5,1401.7,1912,3.24,9.83,17019,948.2,272.3,328.4,375.3,14.9,967,2.27,587,1.43
18:13:00,1454.2,1404.4,1904.1,3.29,10.41,18095,1006.7,277.4,322.2,379.1,13.9,990,2.2,597,1.33
18:13:05,1450.7,1400.9,1906.5,2.96,9.89,16655,944.2,277.2,329.2,373.5,15.7,986,1.9,623,1.29
18:13:10,1448.8,1398.9,1867.3,3.14,9.41,16478,925.9,268.5,321.1,373.5,14,1015,2.27,632,1.05
18:13:15,1446.4,1396.6,1889.6,3.15,9.29,18136,961,278.9,324.3,378.5,14.2,961,2.11,555,1.24
18:13:20,1448.9,1399.1,1867.6,2.96,9.89,17515,914.7,278.1,324.9,374.9,16.8,918,2.33,640,1.32
18:13:25,1455.3,1405.5,1931.9,3.16,9.26,17478,953.4,280.1,326.9,374.9,12.4,1002,2.15,602,1.2
18:13:30,1449.8,1400,1930.7,3.1,10.61,17956,943.6,269.3,319.9,379.4,13.8,999,2.32,592,1.27
18:13:35,1448.9,1399.1,1918.5,3.02,11.22,17376,867,263.2,311.4,376.8,15.2,981,2.3,629,1.18
18:13:40,1450.1,1400.2,1898.9,3.12,9.48,17449,942.4,284.5,328.8,377,16.2,1025,2.05,633,1.35
18:13:45,1449.9,1400.1,1912,3.04,9.48,17894,986.3,272.5,320.6,378.5,13.6,1039,2.21,594,1.09
18:13:50,1450.9,1401.1,1903.7,2.97,10.56,17519,949.3,271.9,325.6,378.3,16.8,965,2.21,560,1.24
18:13:55,1450.9,1401.1,1877.5,2.98,9.42,16946,955.1,279.2,319.8,378.7,14.5,943,2.28,556,1.35
18:14:00,1449.1,1399.3,1893.7,2.84,11.12,17312,997.7,263.8,326.6,369.3,15.7,1015,2.3,625,1.27
18:14:05,1445.3,1395.5,1915.6,2.92,9.86,17871,1003,284.1,318,379.2,15.4,968,2.19,656,1.15
18:14:10,1449,1399.2,1880.8,2.85,10.1,17039,968.3,275.9,323.4,378.3,12.9,1025,2.16,594,1.82
18:14:15,1449.9,1400.1,1886,2.86,10.18,18385,920.6,279.9,316.1,367.2,15.2,954,2.16,621,1.03
18:14:20,1445.1,1395.3,1856.6,2.98,10.03,17198,947.6,263.4,322.9,380.6,16,941,2.27,586,1.08
